"","X","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","type","id","uri","track_href","analysis_url","duration_ms","time_signature"
"307",6,0.628,0.885,3,-6.494,0,0.0439,0.177,0.00964,0.441,0.348,121.93,"audio_features","3kNV2E7WJRg2fMqYxuR9G6","spotify:track:3kNV2E7WJRg2fMqYxuR9G6","https://api.spotify.com/v1/tracks/3kNV2E7WJRg2fMqYxuR9G6","https://api.spotify.com/v1/audio-analysis/3kNV2E7WJRg2fMqYxuR9G6",180774,4
"308",7,0.649,0.926,10,-6.141,0,0.0606,0.00831,0.0624,0.26,0.718,123.985,"audio_features","69Wd9XxgIQsmWbTIz44OB3","spotify:track:69Wd9XxgIQsmWbTIz44OB3","https://api.spotify.com/v1/tracks/69Wd9XxgIQsmWbTIz44OB3","https://api.spotify.com/v1/audio-analysis/69Wd9XxgIQsmWbTIz44OB3",172500,4
"309",8,0.598,0.922,2,-7.641,1,0.0414,0.00126,0.425,0.346,0.103,123.994,"audio_features","2D8x1fwVGveuhXwPvyYnJZ","spotify:track:2D8x1fwVGveuhXwPvyYnJZ","https://api.spotify.com/v1/tracks/2D8x1fwVGveuhXwPvyYnJZ","https://api.spotify.com/v1/audio-analysis/2D8x1fwVGveuhXwPvyYnJZ",162581,4
"310",9,0.716,0.879,5,-7.434,1,0.0468,0.049,0.276,0.0991,0.399,125.002,"audio_features","18aBzBreArD2XhIhWIGsGF","spotify:track:18aBzBreArD2XhIhWIGsGF","https://api.spotify.com/v1/tracks/18aBzBreArD2XhIhWIGsGF","https://api.spotify.com/v1/audio-analysis/18aBzBreArD2XhIhWIGsGF",190247,4
"311",10,0.586,0.91,10,-5.765,1,0.0356,0.00634,0.00929,0.298,0.319,123.014,"audio_features","3FQ0zrIWSI9M2W64AdOgeH","spotify:track:3FQ0zrIWSI9M2W64AdOgeH","https://api.spotify.com/v1/tracks/3FQ0zrIWSI9M2W64AdOgeH","https://api.spotify.com/v1/audio-analysis/3FQ0zrIWSI9M2W64AdOgeH",177581,4
"312",11,0.635,0.882,7,-4.044,1,0.0555,0.0249,0.387,0.14,0.189,125.907,"audio_features","1AFVpZlaUIuwKgcAM4T884","spotify:track:1AFVpZlaUIuwKgcAM4T884","https://api.spotify.com/v1/tracks/1AFVpZlaUIuwKgcAM4T884","https://api.spotify.com/v1/audio-analysis/1AFVpZlaUIuwKgcAM4T884",167619,4
"313",12,0.651,0.875,6,-3.54,0,0.0442,0.00679,0.149,0.0686,0.458,123.991,"audio_features","17JfOPgQ1pqQADUqUKgKA2","spotify:track:17JfOPgQ1pqQADUqUKgKA2","https://api.spotify.com/v1/tracks/17JfOPgQ1pqQADUqUKgKA2","https://api.spotify.com/v1/audio-analysis/17JfOPgQ1pqQADUqUKgKA2",220194,4
"314",13,0.592,0.872,10,-7.069,0,0.0421,0.0662,0.884,0.126,0.101,126.025,"audio_features","0Ek4xSflagptS3s7EGwnOg","spotify:track:0Ek4xSflagptS3s7EGwnOg","https://api.spotify.com/v1/tracks/0Ek4xSflagptS3s7EGwnOg","https://api.spotify.com/v1/audio-analysis/0Ek4xSflagptS3s7EGwnOg",236190,4
"315",14,0.532,0.909,1,-3.819,0,0.0313,0.00237,0.349,0.38,0.23,125.013,"audio_features","6vVm8e9BCNj2quL0RbYVJs","spotify:track:6vVm8e9BCNj2quL0RbYVJs","https://api.spotify.com/v1/tracks/6vVm8e9BCNj2quL0RbYVJs","https://api.spotify.com/v1/audio-analysis/6vVm8e9BCNj2quL0RbYVJs",195891,4
"316",15,0.739,0.866,4,-6.829,0,0.0776,0.0383,1.22e-05,0.0781,0.31,122.031,"audio_features","6fsh254owTcTNEprU4xnb2","spotify:track:6fsh254owTcTNEprU4xnb2","https://api.spotify.com/v1/tracks/6fsh254owTcTNEprU4xnb2","https://api.spotify.com/v1/audio-analysis/6fsh254owTcTNEprU4xnb2",148250,4
"317",16,0.733,0.708,6,-8.495,0,0.0506,0.222,0.222,0.181,0.0379,123.973,"audio_features","4KQVm3fbHNyskvh0GiodTb","spotify:track:4KQVm3fbHNyskvh0GiodTb","https://api.spotify.com/v1/tracks/4KQVm3fbHNyskvh0GiodTb","https://api.spotify.com/v1/audio-analysis/4KQVm3fbHNyskvh0GiodTb",210726,4
"318",17,0.527,0.663,10,-11.395,0,0.0489,0.0527,1.81e-05,0.226,0.368,126.167,"audio_features","0rnUX2kzEZAcEt8qPttFE1","spotify:track:0rnUX2kzEZAcEt8qPttFE1","https://api.spotify.com/v1/tracks/0rnUX2kzEZAcEt8qPttFE1","https://api.spotify.com/v1/audio-analysis/0rnUX2kzEZAcEt8qPttFE1",172272,4
"319",18,0.782,0.77,10,-7.562,0,0.111,0.458,0.0015,0.101,0.319,127.013,"audio_features","6e22yWJ6nWxJN3cdTqDZ2a","spotify:track:6e22yWJ6nWxJN3cdTqDZ2a","https://api.spotify.com/v1/tracks/6e22yWJ6nWxJN3cdTqDZ2a","https://api.spotify.com/v1/audio-analysis/6e22yWJ6nWxJN3cdTqDZ2a",156142,4
"320",19,0.608,0.533,5,-13.337,0,0.0289,0.0217,0.701,0.383,0.323,126.007,"audio_features","4MDL58aiqkBPXp4zWDGJHs","spotify:track:4MDL58aiqkBPXp4zWDGJHs","https://api.spotify.com/v1/tracks/4MDL58aiqkBPXp4zWDGJHs","https://api.spotify.com/v1/audio-analysis/4MDL58aiqkBPXp4zWDGJHs",205714,4
"321",20,0.896,0.729,10,-5.549,0,0.05,0.0533,0.0886,0.0673,0.557,126.013,"audio_features","15bTJPvlALuVkrRX5wF4zd","spotify:track:15bTJPvlALuVkrRX5wF4zd","https://api.spotify.com/v1/tracks/15bTJPvlALuVkrRX5wF4zd","https://api.spotify.com/v1/audio-analysis/15bTJPvlALuVkrRX5wF4zd",180967,4
"322",21,0.612,0.925,7,-7.93,1,0.0416,0.00489,0.809,0.267,0.609,126.007,"audio_features","1mHfaahTemI37TzUZqlDf5","spotify:track:1mHfaahTemI37TzUZqlDf5","https://api.spotify.com/v1/tracks/1mHfaahTemI37TzUZqlDf5","https://api.spotify.com/v1/audio-analysis/1mHfaahTemI37TzUZqlDf5",219844,4
"323",22,0.632,0.811,5,-6.805,0,0.0375,0.024,0.0292,0.109,0.332,124.993,"audio_features","2kTb4xAEZHI6hhxNpPGETb","spotify:track:2kTb4xAEZHI6hhxNpPGETb","https://api.spotify.com/v1/tracks/2kTb4xAEZHI6hhxNpPGETb","https://api.spotify.com/v1/audio-analysis/2kTb4xAEZHI6hhxNpPGETb",188160,4
"324",23,0.63,0.935,9,-4.662,0,0.0464,0.0525,0.0261,0.148,0.269,121.026,"audio_features","4Wng3CV1ELWPxAN7v48Vpx","spotify:track:4Wng3CV1ELWPxAN7v48Vpx","https://api.spotify.com/v1/tracks/4Wng3CV1ELWPxAN7v48Vpx","https://api.spotify.com/v1/audio-analysis/4Wng3CV1ELWPxAN7v48Vpx",182479,4
