"","X","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","type","id","uri","track_href","analysis_url","duration_ms","time_signature"
"16",15,0.63,0.5,1,-8.755,0,0.0611,0.611,4.04e-05,0.114,0.315,144.871,"audio_features","6y6jbcPG4Yn3Du4moXaenr","spotify:track:6y6jbcPG4Yn3Du4moXaenr","https://api.spotify.com/v1/tracks/6y6jbcPG4Yn3Du4moXaenr","https://api.spotify.com/v1/audio-analysis/6y6jbcPG4Yn3Du4moXaenr",245172,4
"17",16,0.589,0.242,6,-10.517,1,0.0442,0.914,0,0.0887,0.257,89.749,"audio_features","4VuS959DSpr82t3qBqCrWG","spotify:track:4VuS959DSpr82t3qBqCrWG","https://api.spotify.com/v1/tracks/4VuS959DSpr82t3qBqCrWG","https://api.spotify.com/v1/audio-analysis/4VuS959DSpr82t3qBqCrWG",221107,4
"18",17,0.551,0.386,0,-10.22,1,0.132,0.659,0,0.125,0.245,116.409,"audio_features","3i5qVV8azKqGFK4Gzdt5YS","spotify:track:3i5qVV8azKqGFK4Gzdt5YS","https://api.spotify.com/v1/tracks/3i5qVV8azKqGFK4Gzdt5YS","https://api.spotify.com/v1/audio-analysis/3i5qVV8azKqGFK4Gzdt5YS",199387,1
"19",18,0.84,0.537,7,-6.658,1,0.0426,0.207,1.32e-06,0.0956,0.775,103.983,"audio_features","3FcsP46yuD5OhisPkp0jFT","spotify:track:3FcsP46yuD5OhisPkp0jFT","https://api.spotify.com/v1/tracks/3FcsP46yuD5OhisPkp0jFT","https://api.spotify.com/v1/audio-analysis/3FcsP46yuD5OhisPkp0jFT",138213,4
"20",19,0.698,0.183,8,-20.188,1,0.299,0.462,0.000424,0.335,0.244,143.96,"audio_features","4P1L6AniTDJzANaubzWGYs","spotify:track:4P1L6AniTDJzANaubzWGYs","https://api.spotify.com/v1/tracks/4P1L6AniTDJzANaubzWGYs","https://api.spotify.com/v1/audio-analysis/4P1L6AniTDJzANaubzWGYs",120000,4
"21",20,0.892,0.297,1,-12.587,1,0.117,0.455,3.57e-05,0.108,0.693,130.018,"audio_features","5L0DLvAqCBtj3mL06PAIvT","spotify:track:5L0DLvAqCBtj3mL06PAIvT","https://api.spotify.com/v1/tracks/5L0DLvAqCBtj3mL06PAIvT","https://api.spotify.com/v1/audio-analysis/5L0DLvAqCBtj3mL06PAIvT",118272,4
"22",21,0.652,0.557,1,-5.714,0,0.0318,0.74,0,0.124,0.483,150.073,"audio_features","2qxmye6gAegTMjLKEBoR3d","spotify:track:2qxmye6gAegTMjLKEBoR3d","https://api.spotify.com/v1/tracks/2qxmye6gAegTMjLKEBoR3d","https://api.spotify.com/v1/audio-analysis/2qxmye6gAegTMjLKEBoR3d",169354,4
"23",22,0.518,0.729,11,-7.193,0,0.0452,0.183,0,0.0643,0.343,156.879,"audio_features","6w8pFOKn42O418qwcQElZ3","spotify:track:6w8pFOKn42O418qwcQElZ3","https://api.spotify.com/v1/tracks/6w8pFOKn42O418qwcQElZ3","https://api.spotify.com/v1/audio-analysis/6w8pFOKn42O418qwcQElZ3",240013,4
"24",23,0.74,0.645,1,-8.351,1,0.058,0.33,0.00327,0.0849,0.759,110.006,"audio_features","7aPEuY1IwuDfsK5YCatULN","spotify:track:7aPEuY1IwuDfsK5YCatULN","https://api.spotify.com/v1/tracks/7aPEuY1IwuDfsK5YCatULN","https://api.spotify.com/v1/audio-analysis/7aPEuY1IwuDfsK5YCatULN",193125,4
"25",24,0.453,0.208,11,-11.917,1,0.22,0.585,0,0.119,0.218,169.326,"audio_features","7yfGRLpyVn2qiyU9FR86Ww","spotify:track:7yfGRLpyVn2qiyU9FR86Ww","https://api.spotify.com/v1/tracks/7yfGRLpyVn2qiyU9FR86Ww","https://api.spotify.com/v1/audio-analysis/7yfGRLpyVn2qiyU9FR86Ww",237020,4
"26",25,0.855,0.683,0,-8.565,1,0.22,0.0288,0.00317,0.263,0.481,162.013,"audio_features","3MvtJBrj77sJFEOJokWl3X","spotify:track:3MvtJBrj77sJFEOJokWl3X","https://api.spotify.com/v1/tracks/3MvtJBrj77sJFEOJokWl3X","https://api.spotify.com/v1/audio-analysis/3MvtJBrj77sJFEOJokWl3X",94825,4
"27",26,0.681,0.174,1,-8.745,1,0.0315,0.837,3.35e-05,0.0983,0.231,112.672,"audio_features","2BOqDYLOJBiMOXShCV1neZ","spotify:track:2BOqDYLOJBiMOXShCV1neZ","https://api.spotify.com/v1/tracks/2BOqDYLOJBiMOXShCV1neZ","https://api.spotify.com/v1/audio-analysis/2BOqDYLOJBiMOXShCV1neZ",260285,4
"28",27,0.732,0.463,11,-6.972,0,0.0287,0.374,0,0.194,0.397,95.971,"audio_features","5DqdesEfbRyOlSS3Tf6c29","spotify:track:5DqdesEfbRyOlSS3Tf6c29","https://api.spotify.com/v1/tracks/5DqdesEfbRyOlSS3Tf6c29","https://api.spotify.com/v1/audio-analysis/5DqdesEfbRyOlSS3Tf6c29",212607,4
"29",28,0.659,0.704,3,-12.85,0,0.0361,0.35,0.117,0.0998,0.802,130.009,"audio_features","7EYg8VsmBXu9le1wqgt9Mx","spotify:track:7EYg8VsmBXu9le1wqgt9Mx","https://api.spotify.com/v1/tracks/7EYg8VsmBXu9le1wqgt9Mx","https://api.spotify.com/v1/audio-analysis/7EYg8VsmBXu9le1wqgt9Mx",171500,4
"30",29,0.402,0.151,4,-14.227,0,0.0395,0.907,0,0.0941,0.483,144.293,"audio_features","2is19a6HY7ZdWP654IMhEE","spotify:track:2is19a6HY7ZdWP654IMhEE","https://api.spotify.com/v1/tracks/2is19a6HY7ZdWP654IMhEE","https://api.spotify.com/v1/audio-analysis/2is19a6HY7ZdWP654IMhEE",238013,4
"31",30,0.669,0.308,11,-10.068,1,0.029,0.883,0,0.0984,0.52,64.934,"audio_features","7AFASza1mXqntmGtbxXprO","spotify:track:7AFASza1mXqntmGtbxXprO","https://api.spotify.com/v1/tracks/7AFASza1mXqntmGtbxXprO","https://api.spotify.com/v1/audio-analysis/7AFASza1mXqntmGtbxXprO",121887,4
"32",31,0.561,0.0848,2,-15.099,1,0.0404,0.913,2.62e-05,0.112,0.206,102.128,"audio_features","4CxFN5zON70B3VOPBYbd6P","spotify:track:4CxFN5zON70B3VOPBYbd6P","https://api.spotify.com/v1/tracks/4CxFN5zON70B3VOPBYbd6P","https://api.spotify.com/v1/audio-analysis/4CxFN5zON70B3VOPBYbd6P",219147,4
"33",32,0.736,0.308,4,-7.83,1,0.0677,0.946,0,0.186,0.361,111.202,"audio_features","4Of7rzpRpV1mWRbhp5rAqG","spotify:track:4Of7rzpRpV1mWRbhp5rAqG","https://api.spotify.com/v1/tracks/4Of7rzpRpV1mWRbhp5rAqG","https://api.spotify.com/v1/audio-analysis/4Of7rzpRpV1mWRbhp5rAqG",220492,4
"34",33,0.742,0.562,1,-7.018,0,0.106,0.162,0,0.0879,0.536,74.955,"audio_features","63E37UJMBYgFkhOAvAmLP3","spotify:track:63E37UJMBYgFkhOAvAmLP3","https://api.spotify.com/v1/tracks/63E37UJMBYgFkhOAvAmLP3","https://api.spotify.com/v1/audio-analysis/63E37UJMBYgFkhOAvAmLP3",204241,4
"35",34,0.52,0.119,0,-12.148,1,0.0407,0.922,0,0.0883,0.355,69.217,"audio_features","27r2uANqwK7XbsiAZnzf9e","spotify:track:27r2uANqwK7XbsiAZnzf9e","https://api.spotify.com/v1/tracks/27r2uANqwK7XbsiAZnzf9e","https://api.spotify.com/v1/audio-analysis/27r2uANqwK7XbsiAZnzf9e",202496,4
"36",35,0.567,0.267,4,-6.502,1,0.0299,0.839,1.46e-06,0.089,0.0592,110.011,"audio_features","1ZMiCix7XSAbfAJlEZWMCp","spotify:track:1ZMiCix7XSAbfAJlEZWMCp","https://api.spotify.com/v1/tracks/1ZMiCix7XSAbfAJlEZWMCp","https://api.spotify.com/v1/audio-analysis/1ZMiCix7XSAbfAJlEZWMCp",240133,4
"37",36,0.441,0.219,8,-14.586,1,0.0419,0.935,0,0.115,0.244,94.021,"audio_features","39KG4kom3enSx4GTThuDGt","spotify:track:39KG4kom3enSx4GTThuDGt","https://api.spotify.com/v1/tracks/39KG4kom3enSx4GTThuDGt","https://api.spotify.com/v1/audio-analysis/39KG4kom3enSx4GTThuDGt",199120,4
"38",37,0.709,0.593,8,-7.938,1,0.0286,0.505,0,0.0959,0.547,114.996,"audio_features","2O2N11CRqTwKUYb0soTNIX","spotify:track:2O2N11CRqTwKUYb0soTNIX","https://api.spotify.com/v1/tracks/2O2N11CRqTwKUYb0soTNIX","https://api.spotify.com/v1/audio-analysis/2O2N11CRqTwKUYb0soTNIX",150261,4
"39",38,0.421,0.131,0,-18.435,1,0.0382,0.952,0.00453,0.109,0.12,137.446,"audio_features","6CcJMwBtXByIz4zQLzFkKc","spotify:track:6CcJMwBtXByIz4zQLzFkKc","https://api.spotify.com/v1/tracks/6CcJMwBtXByIz4zQLzFkKc","https://api.spotify.com/v1/audio-analysis/6CcJMwBtXByIz4zQLzFkKc",291796,4
"40",39,0.603,0.722,2,-3.588,1,0.0456,0.0412,0,0.281,0.368,89.096,"audio_features","560TByt7ZU9o6biO9egDle","spotify:track:560TByt7ZU9o6biO9egDle","https://api.spotify.com/v1/tracks/560TByt7ZU9o6biO9egDle","https://api.spotify.com/v1/audio-analysis/560TByt7ZU9o6biO9egDle",162253,4
"41",40,0.671,0.527,4,-7.142,0,0.0443,0.0975,0.0219,0.586,0.539,120.09,"audio_features","6HLQSLatD4UzDLW6MU10KN","spotify:track:6HLQSLatD4UzDLW6MU10KN","https://api.spotify.com/v1/tracks/6HLQSLatD4UzDLW6MU10KN","https://api.spotify.com/v1/audio-analysis/6HLQSLatD4UzDLW6MU10KN",131000,4
"42",41,0.648,0.308,1,-11.729,1,0.04,0.886,0.0774,0.124,0.198,76.997,"audio_features","0j1Ia2lQWrcXrQZI4AdJlk","spotify:track:0j1Ia2lQWrcXrQZI4AdJlk","https://api.spotify.com/v1/tracks/0j1Ia2lQWrcXrQZI4AdJlk","https://api.spotify.com/v1/audio-analysis/0j1Ia2lQWrcXrQZI4AdJlk",184638,1
"43",42,0.522,0.128,4,-18.717,1,0.0357,0.894,0.026,0.0941,0.124,109.986,"audio_features","58wyJLv6yH1La9NIZPl3ne","spotify:track:58wyJLv6yH1La9NIZPl3ne","https://api.spotify.com/v1/tracks/58wyJLv6yH1La9NIZPl3ne","https://api.spotify.com/v1/audio-analysis/58wyJLv6yH1La9NIZPl3ne",187932,4
"44",43,0.743,0.677,6,-8.102,1,0.348,0.0378,0,0.111,0.646,145.852,"audio_features","3IYhi4Ojl9jMd6vAIBj9fV","spotify:track:3IYhi4Ojl9jMd6vAIBj9fV","https://api.spotify.com/v1/tracks/3IYhi4Ojl9jMd6vAIBj9fV","https://api.spotify.com/v1/audio-analysis/3IYhi4Ojl9jMd6vAIBj9fV",214411,4
"45",44,0.481,0.267,7,-9.249,1,0.0339,0.8,0,0.249,0.137,117.64,"audio_features","4WzhjxvLP95y7AMDy0Atwb","spotify:track:4WzhjxvLP95y7AMDy0Atwb","https://api.spotify.com/v1/tracks/4WzhjxvLP95y7AMDy0Atwb","https://api.spotify.com/v1/audio-analysis/4WzhjxvLP95y7AMDy0Atwb",227693,3
"46",45,0.319,0.0561,0,-23.023,1,0.045,0.935,0.00384,0.388,0.082,79.764,"audio_features","0tMSssfxAL2oV8Vri0mFHE","spotify:track:0tMSssfxAL2oV8Vri0mFHE","https://api.spotify.com/v1/tracks/0tMSssfxAL2oV8Vri0mFHE","https://api.spotify.com/v1/audio-analysis/0tMSssfxAL2oV8Vri0mFHE",242652,3
"47",46,0.512,0.422,6,-13.6,1,0.0472,0.224,0.00412,0.16,0.399,82.062,"audio_features","1pzZUFY7CPFsS764OzFMM0","spotify:track:1pzZUFY7CPFsS764OzFMM0","https://api.spotify.com/v1/tracks/1pzZUFY7CPFsS764OzFMM0","https://api.spotify.com/v1/audio-analysis/1pzZUFY7CPFsS764OzFMM0",210936,4
"48",47,0.573,0.761,4,-6.315,1,0.148,0.0664,0,0.353,0.587,139.95,"audio_features","5TbpEjvsS4pDdrDEOPOi2Q","spotify:track:5TbpEjvsS4pDdrDEOPOi2Q","https://api.spotify.com/v1/tracks/5TbpEjvsS4pDdrDEOPOi2Q","https://api.spotify.com/v1/audio-analysis/5TbpEjvsS4pDdrDEOPOi2Q",123608,4
"49",48,0.773,0.437,9,-8.281,1,0.0963,0.836,2.42e-05,0.544,0.707,103.861,"audio_features","75ls0gurX68lUmMjE7QcsE","spotify:track:75ls0gurX68lUmMjE7QcsE","https://api.spotify.com/v1/tracks/75ls0gurX68lUmMjE7QcsE","https://api.spotify.com/v1/audio-analysis/75ls0gurX68lUmMjE7QcsE",169973,4
"50",49,0.53,0.281,5,-8.274,1,0.0577,0.798,0,0.0928,0.341,122.442,"audio_features","6U1iuA5QfzYRPJxvdcxqtf","spotify:track:6U1iuA5QfzYRPJxvdcxqtf","https://api.spotify.com/v1/tracks/6U1iuA5QfzYRPJxvdcxqtf","https://api.spotify.com/v1/audio-analysis/6U1iuA5QfzYRPJxvdcxqtf",144377,4
"51",50,0.823,0.223,1,-10.71,1,0.0726,0.715,0,0.116,0.541,129.971,"audio_features","3wX3XpvBowKcWGTb3XkzEs","spotify:track:3wX3XpvBowKcWGTb3XkzEs","https://api.spotify.com/v1/tracks/3wX3XpvBowKcWGTb3XkzEs","https://api.spotify.com/v1/audio-analysis/3wX3XpvBowKcWGTb3XkzEs",224500,4
"52",51,0.556,0.538,8,-5.408,0,0.0382,0.0689,0,0.196,0.291,143.95,"audio_features","75ZvA4QfFiZvzhj2xkaWAh","spotify:track:75ZvA4QfFiZvzhj2xkaWAh","https://api.spotify.com/v1/tracks/75ZvA4QfFiZvzhj2xkaWAh","https://api.spotify.com/v1/audio-analysis/75ZvA4QfFiZvzhj2xkaWAh",223347,4
"53",52,0.499,0.181,9,-15.359,0,0.0429,0.745,0.00123,0.106,0.0747,111.956,"audio_features","3bne7Qit5AbHkX6kWDItYP","spotify:track:3bne7Qit5AbHkX6kWDItYP","https://api.spotify.com/v1/tracks/3bne7Qit5AbHkX6kWDItYP","https://api.spotify.com/v1/audio-analysis/3bne7Qit5AbHkX6kWDItYP",214533,4
"54",53,0.708,0.186,9,-8.953,0,0.042,0.868,0,0.0779,0.322,72.541,"audio_features","6J2LdBN97cDWn0MLxYh9HB","spotify:track:6J2LdBN97cDWn0MLxYh9HB","https://api.spotify.com/v1/tracks/6J2LdBN97cDWn0MLxYh9HB","https://api.spotify.com/v1/audio-analysis/6J2LdBN97cDWn0MLxYh9HB",156106,4
"55",54,0.695,0.609,7,-6.475,1,0.109,0.272,0.000374,0.0962,0.0582,104.92,"audio_features","26v6bummho9d45TMKoY5ne","spotify:track:26v6bummho9d45TMKoY5ne","https://api.spotify.com/v1/tracks/26v6bummho9d45TMKoY5ne","https://api.spotify.com/v1/audio-analysis/26v6bummho9d45TMKoY5ne",192000,4
"56",55,0.688,0.53,11,-5.507,1,0.0333,0.443,0,0.0995,0.162,106.958,"audio_features","60iSKGrGazRzICtMjADNSM","spotify:track:60iSKGrGazRzICtMjADNSM","https://api.spotify.com/v1/tracks/60iSKGrGazRzICtMjADNSM","https://api.spotify.com/v1/audio-analysis/60iSKGrGazRzICtMjADNSM",205687,4
"57",56,0.488,0.343,4,-8.985,1,0.0436,0.556,0,0.21,0.0978,102.819,"audio_features","4l0Mvzj72xxOpRrp6h8nHi","spotify:track:4l0Mvzj72xxOpRrp6h8nHi","https://api.spotify.com/v1/tracks/4l0Mvzj72xxOpRrp6h8nHi","https://api.spotify.com/v1/audio-analysis/4l0Mvzj72xxOpRrp6h8nHi",206459,4
"58",57,0.612,0.341,0,-13.138,0,0.0886,0.354,0,0.136,0.0797,75.001,"audio_features","6VCQZkBgVmiL9ZDyF8qOck","spotify:track:6VCQZkBgVmiL9ZDyF8qOck","https://api.spotify.com/v1/tracks/6VCQZkBgVmiL9ZDyF8qOck","https://api.spotify.com/v1/audio-analysis/6VCQZkBgVmiL9ZDyF8qOck",208008,4
"59",58,0.576,0.307,11,-12.732,0,0.0428,0.807,0.000355,0.0792,0.157,67.513,"audio_features","2VlLbhGLVJgdOW7kKdWWFc","spotify:track:2VlLbhGLVJgdOW7kKdWWFc","https://api.spotify.com/v1/tracks/2VlLbhGLVJgdOW7kKdWWFc","https://api.spotify.com/v1/audio-analysis/2VlLbhGLVJgdOW7kKdWWFc",189613,4
"60",59,0.464,0.473,1,-10.086,1,0.129,0.866,0,0.109,0.604,75.801,"audio_features","2kJwzbxV2ppxnQoYw4GLBZ","spotify:track:2kJwzbxV2ppxnQoYw4GLBZ","https://api.spotify.com/v1/tracks/2kJwzbxV2ppxnQoYw4GLBZ","https://api.spotify.com/v1/audio-analysis/2kJwzbxV2ppxnQoYw4GLBZ",208687,4
"61",60,0.513,0.661,5,-6.419,1,0.24,0.161,0,0.246,0.179,94.791,"audio_features","07FkzikE6FuHIa8Ma7zJGc","spotify:track:07FkzikE6FuHIa8Ma7zJGc","https://api.spotify.com/v1/tracks/07FkzikE6FuHIa8Ma7zJGc","https://api.spotify.com/v1/audio-analysis/07FkzikE6FuHIa8Ma7zJGc",209213,4
"62",61,0.459,0.575,3,-4.858,1,0.0573,0.604,0,0.0885,0.183,111.881,"audio_features","2gMXnyrvIjhVBUZwvLZDMP","spotify:track:2gMXnyrvIjhVBUZwvLZDMP","https://api.spotify.com/v1/tracks/2gMXnyrvIjhVBUZwvLZDMP","https://api.spotify.com/v1/audio-analysis/2gMXnyrvIjhVBUZwvLZDMP",215107,4
"63",62,0.708,0.322,8,-12.46,0,0.0371,0.747,9.24e-05,0.137,0.46,98.892,"audio_features","7bdYxWPCs46dQ0XLwySOyv","spotify:track:7bdYxWPCs46dQ0XLwySOyv","https://api.spotify.com/v1/tracks/7bdYxWPCs46dQ0XLwySOyv","https://api.spotify.com/v1/audio-analysis/7bdYxWPCs46dQ0XLwySOyv",193947,4
"64",63,0.613,0.347,5,-6.486,1,0.034,0.591,0,0.0959,0.25,109.764,"audio_features","38nKfxyRrjYfx0ODX1W5yB","spotify:track:38nKfxyRrjYfx0ODX1W5yB","https://api.spotify.com/v1/tracks/38nKfxyRrjYfx0ODX1W5yB","https://api.spotify.com/v1/audio-analysis/38nKfxyRrjYfx0ODX1W5yB",224144,4
"65",64,0.583,0.075,5,-15.843,1,0.0726,0.933,1.4e-06,0.111,0.347,108.418,"audio_features","6r2JV75tE0vNgNCv4HKsBC","spotify:track:6r2JV75tE0vNgNCv4HKsBC","https://api.spotify.com/v1/tracks/6r2JV75tE0vNgNCv4HKsBC","https://api.spotify.com/v1/audio-analysis/6r2JV75tE0vNgNCv4HKsBC",207520,4
"66",65,0.3,0.347,6,-9.542,1,0.0364,0.79,2.14e-06,0.111,0.164,169.361,"audio_features","395KzBy0bkb57dEvg6cfzJ","spotify:track:395KzBy0bkb57dEvg6cfzJ","https://api.spotify.com/v1/tracks/395KzBy0bkb57dEvg6cfzJ","https://api.spotify.com/v1/audio-analysis/395KzBy0bkb57dEvg6cfzJ",211653,3
"67",66,0.752,0.723,2,-6.502,1,0.0704,0.0445,1.02e-05,0.487,0.498,103.543,"audio_features","1pKbgBcgXohiUaKqQJybsa","spotify:track:1pKbgBcgXohiUaKqQJybsa","https://api.spotify.com/v1/tracks/1pKbgBcgXohiUaKqQJybsa","https://api.spotify.com/v1/audio-analysis/1pKbgBcgXohiUaKqQJybsa",150725,4
"68",67,0.439,0.153,1,-8.95,1,0.0479,0.874,0,0.107,0.104,116.76,"audio_features","4L2K7JKseFCBoHMZEAszW0","spotify:track:4L2K7JKseFCBoHMZEAszW0","https://api.spotify.com/v1/tracks/4L2K7JKseFCBoHMZEAszW0","https://api.spotify.com/v1/audio-analysis/4L2K7JKseFCBoHMZEAszW0",287693,3
"69",68,0.656,0.602,1,-5.796,0,0.359,0.204,0,0.0939,0.503,76.011,"audio_features","4MFvxUodq67dqNXC4mPPcQ","spotify:track:4MFvxUodq67dqNXC4mPPcQ","https://api.spotify.com/v1/tracks/4MFvxUodq67dqNXC4mPPcQ","https://api.spotify.com/v1/audio-analysis/4MFvxUodq67dqNXC4mPPcQ",206447,1
"70",69,0.551,0.537,11,-7.595,1,0.034,0.705,0,0.0802,0.493,126.421,"audio_features","5qrSlOut2rNAWv3ubArkNy","spotify:track:5qrSlOut2rNAWv3ubArkNy","https://api.spotify.com/v1/tracks/5qrSlOut2rNAWv3ubArkNy","https://api.spotify.com/v1/audio-analysis/5qrSlOut2rNAWv3ubArkNy",196493,4
"71",70,0.405,0.111,0,-11.879,1,0.0369,0.964,4.37e-05,0.0872,0.219,116.86,"audio_features","5sF7hdYvhrcgNq8NZjfK8L","spotify:track:5sF7hdYvhrcgNq8NZjfK8L","https://api.spotify.com/v1/tracks/5sF7hdYvhrcgNq8NZjfK8L","https://api.spotify.com/v1/audio-analysis/5sF7hdYvhrcgNq8NZjfK8L",189475,4
"72",71,0.704,0.225,6,-14.454,0,0.0994,0.902,0.657,0.106,0.243,120.006,"audio_features","3ZCTVFBt2Brf31RLEnCkWJ","spotify:track:3ZCTVFBt2Brf31RLEnCkWJ","https://api.spotify.com/v1/tracks/3ZCTVFBt2Brf31RLEnCkWJ","https://api.spotify.com/v1/audio-analysis/3ZCTVFBt2Brf31RLEnCkWJ",245426,4
"73",72,0.475,0.37,4,-7.725,0,0.0361,0.819,0.0577,0.0841,0.157,144.828,"audio_features","2uIX8YMNjGMD7441kqyyNU","spotify:track:2uIX8YMNjGMD7441kqyyNU","https://api.spotify.com/v1/tracks/2uIX8YMNjGMD7441kqyyNU","https://api.spotify.com/v1/audio-analysis/2uIX8YMNjGMD7441kqyyNU",200560,4
